../../Lenet5/lenet5models/al_lenet_5_2.h5
0	0.042754270136356354	0.9884999990463257
10	0.04306880012154579	0.9883000254631042
20	0.04375884309411049	0.9872000217437744
30	0.053663220256567	0.9847000241279602
40	0.07582447677850723	0.9767000079154968
50	0.14311939477920532	0.953000009059906
60	0.2758816182613373	0.9031999707221985
70	0.6822475790977478	0.7684000134468079
80	1.6568174362182617	0.3682999908924103
90	2.210845708847046	0.1876000016927719
../../Lenet5/lenet5models/EGL_lenet_5.h5
0	0.08882638812065125	0.98580002784729
10	0.08908911049365997	0.9861000180244446
20	0.08579195290803909	0.9860000014305115
30	0.08091066777706146	0.9847999811172485
40	0.09568973630666733	0.9805999994277954
50	0.19470743834972382	0.9419000148773193
60	0.4046700596809387	0.873199999332428
70	0.6622660756111145	0.7949000000953674
80	1.6589022874832153	0.5715000033378601
90	2.2383294105529785	0.14589999616146088
../../Lenet5/lenet5models/margin_lenet_5.h5
0	0.04620172828435898	0.98580002784729
10	0.04609750956296921	0.9855999946594238
20	0.04780787602066994	0.9836999773979187
30	0.05241228640079498	0.9828000068664551
40	0.10028140246868134	0.9679999947547913
50	0.08352220058441162	0.9733999967575073
60	0.15773503482341766	0.9589999914169312
70	0.996673047542572	0.6230999827384949
80	1.421403408050537	0.5719000101089478
90	2.198201894760132	0.21930000185966492
../../Lenet5/lenet5models/lenet-5.h5
0	0.032628487795591354	0.9889000058174133
10	0.03292546048760414	0.9890000224113464
20	0.03471599519252777	0.9887999892234802
30	0.039844218641519547	0.9876000285148621
40	0.04809945449233055	0.9846000075340271
50	0.08556042611598969	0.974399983882904
60	0.21465422213077545	0.9409999847412109
70	0.5819001793861389	0.899399995803833
80	1.3835155963897705	0.6883000135421753
90	2.2284395694732666	0.15649999678134918
../../Lenet5/lenet5models/margin_dropout_lenet_5.h5
0	0.05071502551436424	0.9857000112533569
10	0.05247332900762558	0.98580002784729
20	0.0580296516418457	0.9828000068664551
30	0.07641887664794922	0.9779999852180481
40	0.13137000799179077	0.9595999717712402
50	0.31681331992149353	0.8920000195503235
60	0.49551278352737427	0.8108000159263611
70	1.4240487813949585	0.5171999931335449
80	1.6091053485870361	0.30149999260902405
90	2.222609043121338	0.11569999903440475
../../Lenet5/lenet5models/BALD_lenet_5.h5
0	0.06128327175974846	0.9887999892234802
10	0.06011049076914787	0.9890000224113464
20	0.06286941468715668	0.988099992275238
30	0.06521142274141312	0.9871000051498413
40	0.08965028822422028	0.9805999994277954
50	0.11086949706077576	0.9696999788284302
60	0.3885164260864258	0.876800000667572
70	0.7684385776519775	0.7275999784469604
80	1.329244613647461	0.546500027179718
90	2.217190742492676	0.20229999721050262
../../Lenet5/lenet5models/kcenter_lenet_5.h5
0	0.06545327603816986	0.9851999878883362
10	0.06490109115839005	0.984499990940094
20	0.06779129058122635	0.9840999841690063
30	0.07352638244628906	0.982699990272522
40	0.08130311965942383	0.9781000018119812
50	0.12454430013895035	0.9646000266075134
60	0.2598867416381836	0.9189000129699707
70	0.6240519285202026	0.7652999758720398
80	1.618855357170105	0.5644999742507935
90	2.274251699447632	0.13449999690055847
../../Lenet5/lenet5models/entropy_dropout_lenet_5.h5
0	0.05915548652410507	0.9850999712944031
10	0.061114776879549026	0.9842000007629395
20	0.06956692785024643	0.9832000136375427
30	0.08453149348497391	0.9799000024795532
40	0.18261846899986267	0.9580000042915344
50	0.6172155737876892	0.8521000146865845
60	1.1954472064971924	0.7092999815940857
70	1.6147223711013794	0.510200023651123
80	1.4002960920333862	0.48330000042915344
90	2.153803825378418	0.22380000352859497
